report_no,incident_time,complaint_type,cctv_flag,area_code,victim_code,offender_code,offender_name,offender_sex,offender_age,repeated_offender,no_of_offences,offender_relation,officer_code,case_status_code,case_status_desc,crime_code,crime_type,weapon_code,weapon_desc,week_number
200105429,15:00:00,Phone,FALSE,1001,51053,1996836,Brayan,M,39,No,0,No,5100,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105430,01:00:00,Phone,TRUE,371,14770,995526,Aline,F,37,No,0,No,2038,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105431,15:27:00,Phone,TRUE,371,116209,2053532,Amari,F,31,No,0,No,2038,IC,"Invest Cont",343,"SHOPLIFTING-GRAND THEFT ($950.",116,"ANTIQUE FIREARM",3
200105432,09:00:00,Phone,TRUE,425,30014,1355615,Karson,M,37,Yes,1,No,1033,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,3
200105433,23:43:00,Phone,TRUE,425,41105,315694,Ronny,M,34,Yes,3,No,3250,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",3
200105449,19:25:00,Phone,FALSE,336,111999,616080,Sheree,F,30,No,0,No,2038,IC,"Invest Cont",900,"VIOLATION OF COURT ORDER",223,"UNKNOWN TYPE CUTTING INSTRUMEN",3
200105450,23:00:00,In-Person,FALSE,1001,116461,892706,Muhammad,M,33,Yes,5,No,5555,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105454,01:00:00,Phone,TRUE,261,101986,1094834,Tamera,F,31,No,0,No,4001,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105459,20:00:00,In-Person,FALSE,371,111160,1602668,Maia,F,31,Yes,1,No,2038,AA,"Adult Arrest",331,"THEFT FROM MOTOR VEHICLE - GRA",312,"PIPE/METAL PIPE",3
200105475,08:30:00,Phone,FALSE,322,79362,419324,Remington,M,36,No,0,No,4001,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105476,20:09:00,Phone,TRUE,371,120353,1166733,Margot,F,34,Yes,5,No,1026,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105477,11:08:00,In-Person,FALSE,223,21389,1314870,Ezequiel,M,31,Yes,3,No,4444,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105480,14:30:00,Phone,FALSE,425,56937,375740,Jena,F,37,No,0,No,1033,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105481,17:55:00,Phone,FALSE,1001,58804,2252242,Nita,F,34,No,0,No,5100,AO,"Adult Other",623,"BATTERY POLICE (SIMPLE)",215,MACHETE,3
200105482,21:00:00,In-Person,TRUE,371,24966,2310283,Stacey,M,39,No,0,No,1029,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105483,10:00:00,Phone,FALSE,336,93152,112194,Amara,F,32,No,0,No,2038,AA,"Adult Arrest",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,3
200105485,20:00:00,In-Person,FALSE,261,103369,1687417,Rowan,F,37,Yes,3,No,3249,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,3
200105486,12:00:00,Phone,FALSE,371,58439,1770018,Elle,F,35,Yes,4,No,1026,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,3
200105489,20:10:00,In-Person,TRUE,1001,14755,957131,Camron,M,36,No,0,No,5100,IC,"Invest Cont",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,3
200105490,18:10:00,Phone,FALSE,336,33202,1118259,Bailee,F,31,No,0,No,2038,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105493,00:15:00,In-Person,FALSE,322,39428,1031124,Concetta,F,35,No,0,No,4001,AO,"Adult Other",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105496,19:50:00,In-Person,TRUE,322,66128,10248,Hester,F,41,No,0,No,4001,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105499,05:00:00,Phone,FALSE,371,38517,1300349,Tammi,F,35,No,0,No,1026,AA,"Adult Arrest",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105507,10:15:00,Phone,TRUE,425,57217,1861728,Nigel,M,35,No,0,No,1033,AA,"Adult Arrest",762,"LEWD CONDUCT",309,BOARD,3
200105512,23:35:00,In-Person,FALSE,1001,28956,1580034,Earlene,F,33,Yes,7,No,7100,AA,"Adult Arrest",951,"DEFRAUDING INNKEEPER/THEFT OF",502,"BOW AND ARROW",3
200105513,19:02:00,Phone,TRUE,261,101567,2325596,Isaias,M,33,Yes,4,No,1023,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105517,14:00:00,In-Person,FALSE,371,27827,785502,Haven,F,36,No,0,No,1026,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",3
200105519,17:00:00,Phone,TRUE,322,20567,1238820,Arya,F,40,No,0,No,4001,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,3
200105521,01:45:00,Phone,FALSE,1001,42481,1598634,Lesly,F,41,No,0,No,5100,IC,"Invest Cont",888,TRESPASSING,501,"BOMB THREAT",3
200105522,15:30:00,Phone,FALSE,322,5838,2223518,Janessa,F,37,No,0,No,4001,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105525,20:26:00,Phone,FALSE,371,106410,262427,Kourtney,F,33,Yes,4,No,2038,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105528,14:00:00,In-Person,TRUE,425,57031,1806401,Thea,F,39,No,0,No,3251,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",3
200105529,23:30:00,Phone,FALSE,371,121522,1336192,Domingo,M,32,No,0,No,2038,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105531,07:15:00,In-Person,FALSE,371,107260,1220709,Weldon,M,36,No,0,No,1026,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105535,11:00:00,Phone,FALSE,223,111457,1986072,Devan,M,36,No,0,No,2039,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105538,12:55:00,Phone,FALSE,425,44949,2295174,Lorelei,F,36,Yes,1,No,1033,IC,"Invest Cont",910,KIDNAPPING,308,STICK,3
200105540,07:50:00,Phone,FALSE,371,100841,571130,Estrella,F,32,Yes,7,No,1026,IC,"Invest Cont",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",3
200105547,11:40:00,Phone,FALSE,1001,79989,906576,Kaye,F,31,No,0,No,5100,IC,"Invest Cont",946,"OTHER MISCELLANEOUS CRIME",204,"FOLDING KNIFE",3
200105548,21:20:00,Phone,FALSE,323,88033,139917,Haleigh,F,32,No,0,No,4001,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105549,11:00:00,Phone,TRUE,425,63325,971579,Maryanne,F,34,No,0,No,1033,IC,"Invest Cont",310,BURGLARY,113,"SIMULATED GUN",3
200105550,11:45:00,Phone,TRUE,336,108767,1413410,Tianna,F,35,Yes,3,No,1026,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105553,08:00:00,Phone,FALSE,223,62509,502414,Scot,M,40,Yes,3,No,2039,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105554,01:00:00,Phone,TRUE,425,90976,773075,Petra,F,32,No,0,No,1033,IC,"Invest Cont",310,BURGLARY,113,"SIMULATED GUN",3
200105556,15:40:00,In-Person,FALSE,1001,40576,1017952,Lakeisha,F,41,Yes,3,No,5100,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105558,11:45:00,Phone,FALSE,1001,92958,2245423,Benito,M,30,Yes,6,No,5100,IC,"Invest Cont",350,"THEFT, PERSON",221,GLASS,3
200105564,23:00:00,Phone,FALSE,261,35578,353795,Garret,M,31,Yes,3,No,4001,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105570,20:30:00,Phone,FALSE,1001,92559,1832459,Deena,F,37,Yes,1,No,5100,IC,"Invest Cont",331,"THEFT FROM MOTOR VEHICLE - GRA",312,"PIPE/METAL PIPE",3
200105571,08:00:00,Phone,FALSE,425,38547,1709620,Mitchel,M,33,No,0,No,1033,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105574,12:21:00,Phone,TRUE,425,50973,353880,Trista,F,41,Yes,7,No,3251,IC,"Invest Cont",343,"SHOPLIFTING-GRAND THEFT ($950.",116,"ANTIQUE FIREARM",3
200105575,15:10:00,Phone,FALSE,223,86300,104653,Hiram,M,36,No,0,No,2039,IC,"Invest Cont",910,KIDNAPPING,308,STICK,3
200105577,09:30:00,Phone,TRUE,371,3583,1218163,Moshe,M,39,No,0,No,1026,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105578,17:30:00,In-Person,TRUE,223,27817,1043946,Aleah,F,39,Yes,4,No,2039,IC,"Invest Cont",310,BURGLARY,113,"SIMULATED GUN",3
200105581,00:25:00,Phone,FALSE,1001,96626,1070844,Osvaldo,M,40,Yes,2,No,5100,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105583,17:15:00,Phone,TRUE,425,32468,1947829,Benita,F,33,No,0,No,1033,IC,"Invest Cont",350,"THEFT, PERSON",221,GLASS,3
200105585,22:30:00,In-Person,TRUE,1001,56657,996637,Adrianne,F,35,No,0,No,5100,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105586,16:10:00,Phone,TRUE,223,45337,364245,Edythe,F,34,No,0,No,2039,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105591,00:45:00,Phone,TRUE,223,9515,2368880,Zelda,F,35,No,0,No,2039,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",3
200105592,03:45:00,Phone,FALSE,336,91036,653730,Alena,F,35,Yes,1,No,1026,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105596,10:00:00,In-Person,TRUE,371,30318,1571143,Trevon,M,33,Yes,6,No,1026,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105599,20:50:00,Phone,TRUE,425,98004,1570846,Melany,F,36,Yes,2,No,1033,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",3
200105601,20:30:00,Phone,FALSE,371,27659,1004776,Tamra,F,35,Yes,3,No,3246,AO,"Adult Other",625,"OTHER ASSAULT",104,SHOTGUN,3
200105602,01:00:00,Phone,FALSE,425,73522,1067952,Nataly,F,41,No,0,No,3251,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",3
200105604,06:30:00,Phone,TRUE,425,97883,290499,Demarcus,M,33,Yes,6,No,3251,AO,"Adult Other",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105608,08:45:00,Phone,TRUE,990,113532,1964352,Bertie,F,36,No,0,No,1024,IC,"Invest Cont",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",3
200105609,08:45:00,Phone,FALSE,425,61661,1698211,Jaden,F,36,Yes,5,No,1033,IC,"Invest Cont",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",3
200105610,08:00:00,In-Person,FALSE,223,11671,1619691,Journey,F,39,Yes,1,No,2039,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105612,10:15:00,Phone,FALSE,323,81248,1889955,Aurelia,F,34,Yes,6,No,4001,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105619,13:00:00,Phone,TRUE,425,60661,2282713,Thalia,F,31,No,0,No,3251,IC,"Invest Cont",745,"VANDALISM - MISDEAMEANOR ($399",306,"ROCK/THROWN OBJECT",3
200105626,19:00:00,Phone,TRUE,371,6887,1548822,Bridgett,F,40,Yes,1,No,1026,IC,"Invest Cont",351,"PURSE SNATCHING",217,SWORD,3
200105628,20:00:00,Phone,TRUE,425,37365,946814,Josefina,F,40,Yes,2,No,1033,IC,"Invest Cont",220,"ATTEMPTED ROBBERY",219,SCREWDRIVER,3
200105630,14:55:00,Phone,FALSE,1001,15022,1632,Tameka,F,40,Yes,1,Yes,5100,AA,"Adult Arrest",745,"VANDALISM - MISDEAMEANOR ($399",306,"ROCK/THROWN OBJECT",3
200105632,08:05:00,Phone,FALSE,223,35924,1357858,Rocio,F,31,Yes,6,No,2039,IC,"Invest Cont",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",3
200105634,15:00:00,Phone,FALSE,223,13264,1961656,Annabella,F,34,Yes,6,Yes,2039,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",3
200105635,09:00:00,In-Person,FALSE,223,8484,1027589,David,F,34,Yes,6,Yes,2039,AA,"Adult Arrest",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105637,11:45:00,In-Person,FALSE,893,51617,2110120,Adriel,M,34,Yes,6,Yes,5245,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105655,19:00:00,Phone,TRUE,425,41615,256945,Elliana,F,40,Yes,1,No,1033,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105656,16:10:00,In-Person,TRUE,1001,107640,170534,Georgette,F,33,Yes,6,No,5555,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,3
200105657,19:00:00,Phone,FALSE,1001,89565,11452,Desirae,F,30,Yes,5,No,5100,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105661,18:45:00,Phone,TRUE,322,41718,816914,Catharine,F,32,Yes,1,Yes,4001,AO,"Adult Other",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,3
200105662,17:45:00,Phone,FALSE,371,14422,2348276,Messiah,M,32,Yes,6,No,7010,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105663,22:15:00,Phone,TRUE,1001,3710,1856554,Marci,F,32,Yes,1,No,5100,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105664,03:00:00,In-Person,TRUE,223,88984,2010758,Maricela,F,30,Yes,6,Yes,2039,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",3
200105665,21:30:00,Phone,FALSE,336,50269,293585,Addison,M,33,Yes,6,Yes,1026,AA,"Adult Arrest",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105666,14:00:00,Phone,FALSE,223,48578,795237,Rebeca,F,32,Yes,2,Yes,2039,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",3
200105669,21:00:00,Phone,FALSE,261,118341,1161904,Aubrie,F,33,Yes,3,Yes,3249,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105670,02:00:00,In-Person,TRUE,323,59382,426257,Laverne,M,40,Yes,6,No,4001,IC,"Invest Cont",761,"BRANDISH WEAPON",307,VEHICLE,3
200105671,01:00:00,Phone,FALSE,336,79036,633846,Kailyn,F,31,Yes,6,Yes,1026,IC,"Invest Cont",821,"SODOMY/SEXUAL CONTACT B/W PENI",210,"RAZOR BLADE",3
200105672,20:00:00,Phone,FALSE,261,55662,989982,Carey,F,32,Yes,6,No,4001,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",3
200105674,07:00:00,Phone,TRUE,425,35357,2197468,Augustine,M,36,Yes,6,No,3251,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,3
200105675,04:45:00,In-Person,FALSE,223,57485,1506807,Cari,F,37,Yes,6,No,2039,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105685,21:00:00,Phone,FALSE,261,58438,2078543,Louella,F,32,Yes,6,No,4001,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105686,12:00:00,Phone,TRUE,887,103073,2083162,Scarlet,F,32,Yes,4,No,4002,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105687,20:45:00,Phone,FALSE,887,94566,254953,Kolton,M,32,Yes,6,Yes,4002,IC,"Invest Cont",310,BURGLARY,113,"SIMULATED GUN",3
200105688,19:30:00,Phone,TRUE,323,122945,1243031,Mitzi,F,33,Yes,6,No,4001,IC,"Invest Cont",910,KIDNAPPING,308,STICK,3
200105690,17:30:00,In-Person,TRUE,371,97043,825922,Amiyah,F,33,Yes,6,No,1026,IC,"Invest Cont",310,BURGLARY,113,"SIMULATED GUN",3
200105692,07:30:00,Phone,FALSE,336,88629,331705,Gena,F,31,No,0,No,1026,IC,"Invest Cont",762,"LEWD CONDUCT",309,BOARD,3
200105693,15:00:00,Phone,FALSE,1001,108721,2352141,Maud,F,31,Yes,5,No,5100,AA,"Adult Arrest",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105695,16:10:00,Phone,FALSE,223,115295,1349612,Brittani,F,32,No,0,No,2039,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105697,11:00:00,Phone,TRUE,425,123398,1572655,Carmine,M,34,No,0,Yes,1033,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105699,14:30:00,Phone,TRUE,223,118388,1266925,Maryellen,F,32,No,0,Yes,1031,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105700,19:00:00,In-Person,FALSE,893,43226,1747328,Amalia,F,41,Yes,5,Yes,4002,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",3
200105701,12:50:00,Phone,FALSE,371,44019,999705,Seymour,M,37,Yes,3,No,1026,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105705,16:30:00,Phone,TRUE,893,94133,1992840,Gussie,F,34,Yes,3,No,4002,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105706,14:00:00,In-Person,TRUE,371,120104,1402628,Marylou,F,41,Yes,6,No,1026,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105707,17:30:00,Phone,TRUE,223,59784,2064917,Iker,M,33,No,0,Yes,1111,IC,"Invest Cont",745,"VANDALISM - MISDEAMEANOR ($399",306,"ROCK/THROWN OBJECT",3
200105708,20:00:00,Phone,TRUE,1001,54163,2174231,Jesse,F,36,Yes,5,No,5555,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105709,10:40:00,In-Person,FALSE,223,109005,2244272,Maryjane,F,31,No,0,Yes,2039,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,3
200105710,01:00:00,In-Person,FALSE,1001,112767,2258154,Sharlene,F,39,Yes,5,No,5100,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105713,22:30:00,Phone,TRUE,425,33629,1298250,Lakisha,F,40,No,0,Yes,1033,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105714,09:00:00,In-Person,FALSE,371,6635,2274361,Loren,F,35,Yes,1,Yes,1026,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105715,21:14:00,Phone,TRUE,371,9905,1788971,Davon,M,30,No,0,No,1026,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105716,20:30:00,Phone,FALSE,1001,31296,1792042,Archer,M,31,Yes,6,No,5100,IC,"Invest Cont",522,"VEHICLE - MOTORIZED SCOOTERS, ",510,"SCALDING LIQUID",3
200105718,20:40:00,In-Person,FALSE,1001,12151,379210,Dara,F,36,Yes,7,Yes,5100,IC,"Invest Cont",237,"CHILD NEGLECT (SEE 300 W.I.C.)",203,DIRK/DAGGER,3
200105720,17:00:00,Phone,TRUE,322,16913,948495,Dylan,F,36,No,0,Yes,1023,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105721,01:00:00,In-Person,TRUE,425,23202,1053134,Liberty,F,31,Yes,2,No,3251,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105723,18:20:00,Phone,FALSE,425,100799,1996951,Jaelyn,F,32,Yes,3,No,1033,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105724,03:45:00,In-Person,TRUE,371,25943,1383672,Donny,M,31,No,0,Yes,7010,IC,"Invest Cont",761,"BRANDISH WEAPON",307,VEHICLE,3
200105725,01:25:00,Phone,TRUE,425,26063,193453,Yasmine,F,35,No,0,No,1033,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105726,01:25:00,In-Person,FALSE,1001,36439,393595,Keely,F,35,No,0,Yes,5100,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105727,01:25:00,Phone,TRUE,425,4670,1126680,Lawson,M,40,No,0,No,1033,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105728,01:25:00,Phone,TRUE,1001,46540,809971,Kacie,F,37,No,0,Yes,5100,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105730,19:00:00,Phone,FALSE,223,77941,1364709,Maeve,F,36,No,0,Yes,2039,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",3
200105731,02:15:00,Phone,FALSE,223,52103,1739049,Yadira,F,39,Yes,4,Yes,2039,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105732,21:00:00,Phone,FALSE,371,26330,2241667,Kori,F,30,No,0,No,1026,IC,"Invest Cont",310,BURGLARY,113,"SIMULATED GUN",3
200105734,06:50:00,In-Person,TRUE,223,64001,1540497,Basil,M,34,Yes,1,No,2039,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105735,05:22:00,In-Person,FALSE,223,67321,1170356,Luisa,F,40,Yes,7,No,2039,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105736,07:40:00,Phone,TRUE,223,49302,783116,Adela,F,30,Yes,5,No,2039,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105737,21:33:00,Phone,TRUE,887,60733,1527784,Madyson,F,32,Yes,3,No,4002,AA,"Adult Arrest",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105738,18:00:00,Phone,FALSE,425,28837,606316,America,F,30,Yes,4,No,1033,AA,"Adult Arrest",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105739,20:00:00,Phone,FALSE,1001,58906,1028491,Anaya,F,39,No,0,No,5100,AA,"Adult Arrest",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,3
200105740,13:00:00,Phone,TRUE,223,45520,298561,Ibrahim,M,35,Yes,4,No,2039,IC,"Invest Cont",354,"THEFT OF IDENTITY",513,"STUN GUN",3
200105742,18:00:00,Phone,FALSE,336,30895,1716914,Linwood,M,39,Yes,4,No,1026,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",3
200105745,01:35:00,Phone,TRUE,425,96458,1791301,Alecia,F,36,No,0,No,1033,IC,"Invest Cont",121,"RAPE, FORCIBLE",511,"VERBAL THREAT",3
200105748,11:20:00,In-Person,FALSE,371,43423,493272,Lilia,F,40,No,0,No,1026,IC,"Invest Cont",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,3
200105749,09:55:00,In-Person,TRUE,425,53610,497576,Jimena,F,32,Yes,1,No,1033,AO,"Adult Other",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105750,13:05:00,In-Person,TRUE,223,64375,1856797,Antwan,M,37,No,0,No,2039,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105751,15:55:00,In-Person,FALSE,371,10541,279010,Aida,F,41,Yes,1,No,1026,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105753,16:30:00,In-Person,TRUE,425,97923,1345924,Wilda,F,36,No,0,No,1033,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105754,12:45:00,Phone,TRUE,425,70471,992622,Karlee,F,34,No,0,No,3251,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105755,23:30:00,Phone,FALSE,371,12777,1768298,Mckayla,F,35,Yes,2,No,1026,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",3
200105757,15:30:00,Phone,FALSE,425,81589,435823,Amina,F,33,Yes,6,No,1033,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",3
200105759,18:30:00,Phone,FALSE,425,33717,813431,Zara,F,40,Yes,1,No,3251,AA,"Adult Arrest",310,BURGLARY,113,"SIMULATED GUN",3
